topicCreator,topicId,topicTitle,topicSlug,topicPostCount,topicReplyCount,topicViewCount,topicLikeCount,topicCategoryId,topicTags,topicCreated,topicLatest,topicPinned,topicVisible,topicClosed,topicVisible.1,topicArchieved,topicHasAcceptedAnswer
shawn16400,16980,Arbitrum GovMonth Week 4: Vote for your favorite projects!  ,arbitrum-govmonth-week-4-vote-for-your-favorite-projects,3,0,325,11,11,governance,2023-09-25T15:34:43.925Z,2023-10-03T08:21:20.943Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
shawn16400,16488,Arbitrum GovMonth Week 3: Your build matters!,arbitrum-govmonth-week-3-your-build-matters,2,0,282,9,11,governance,2023-09-18T18:32:26.228Z,2023-09-23T10:47:07.054Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
shawn16400,16293,Arbitrum GovMonth Week 2: Your Opinion Matters!,arbitrum-govmonth-week-2-your-opinion-matters,3,0,446,8,4,governance,2023-09-11T18:32:31.493Z,2023-09-15T16:56:06.552Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
shawn16400,16294,Bi-weekly grants & governance workshop (09.12.2023),bi-weekly-grants-governance-workshop-09-12-2023,2,0,195,3,4,,2023-09-11T18:57:13.920Z,2023-09-13T10:01:17.084Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
shawn16400,16167,Arbitrum GovMonth Week 1: Your Voice Matters!,arbitrum-govmonth-week-1-your-voice-matters,7,2,662,43,4,governance,2023-09-04T18:11:00.646Z,2023-09-08T18:38:34.882Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
shawn16400,16019,Introducing Arbitrum #GovMonth: September 04-29,introducing-arbitrum-govmonth-september-04-29,13,3,798,68,4,"governance, delegation",2023-08-25T16:51:25.335Z,2023-09-06T17:40:51.014Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
shawn16400,16072,Bi-weekly grants & governance workshop (08.29.2023),bi-weekly-grants-governance-workshop-08-29-2023,2,0,324,8,6,community-engagement,2023-08-29T12:34:24.680Z,2023-08-30T20:14:58.745Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
shawn16400,15927,Arbitrum Domain Round Launched on Gitcoin Grants! ,arbitrum-domain-round-launched-on-gitcoin-grants,8,3,967,33,11,governance,2023-08-18T12:50:58.319Z,2023-08-28T12:19:00.286Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
shawn16400,15875,Bi-weekly grants & governance workshop (08.15.2023),bi-weekly-grants-governance-workshop-08-15-2023,5,2,530,30,6,community-engagement,2023-08-14T20:54:05.285Z,2023-08-17T20:55:06.915Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
limes,19114,Proposal: Build Optimal Onboarding for STIP Teams (BOOST),proposal-build-optimal-onboarding-for-stip-teams-boost,67,25,5176,215,7,,2023-10-24T02:47:07.456Z,2023-11-03T09:01:24.742Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Lunaman,17422,[Gains Network][FINAL][STIP - Round 1],gains-network-final-stip-round-1,90,51,4539,345,14,proposal,2023-09-27T20:18:05.954Z,2023-12-13T22:06:12.820Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
brianfakhoury,14046,Interest in a monthly governance call?,interest-in-a-monthly-governance-call,35,12,2537,224,6,community-engagement,2023-04-21T18:11:10.113Z,2023-07-16T06:06:05.141Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
brianfakhoury,14693,"[Request for Comment] Introducing the ""Arbitrum Almanac"" - A Community-Created Resource",request-for-comment-introducing-the-arbitrum-almanac-a-community-created-resource,2,0,711,12,4,proposal,2023-05-30T15:36:25.844Z,2023-05-30T15:54:08.544Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
CryptoNick,12033,Proposal: Token Vesting Requirement for DAO Members,proposal-token-vesting-requirement-for-dao-members,13,3,2095,63,7,,2023-03-25T23:02:00.154Z,2023-05-17T11:36:13.682Z,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
CryptoNick,12428,Proposal: Remove “Trending Delegates” from tally.xyz,proposal-remove-trending-delegates-from-tally-xyz,17,10,1632,48,7,,2023-03-28T20:22:08.284Z,2023-04-09T07:00:12.398Z,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
CryptoNick,11959,"Remove ""Trending Delegates""",remove-trending-delegates,16,9,1690,51,6,,2023-03-25T14:48:01.202Z,2023-04-05T20:02:19.849Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
North,16856,[RAMSES] [FINAL] [STIP - Round 1],ramses-final-stip-round-1,251,199,7924,986,14,,2023-09-23T16:39:45.733Z,2023-12-12T13:01:29.038Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
PSY,14412,Proposal: Distribution of DAO Revenue to ARB Token Holders,proposal-distribution-of-dao-revenue-to-arb-token-holders,98,31,11448,266,7,,2023-05-10T11:54:18.441Z,2023-12-26T16:51:03.185Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
PSY,17816,Should large players side step the STIP program?,should-large-players-side-step-the-stip-program,11,2,586,42,11,,2023-09-29T12:16:05.132Z,2023-10-05T02:39:14.861Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Camelot,19844,Camelot STIP Program Updates,camelot-stip-program-updates,2,0,281,2,22,,2023-12-01T07:18:09.744Z,2023-12-15T22:00:18.254Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Camelot,17200,[Camelot] [FINAL] [STIP - Round 1],camelot-final-stip-round-1,66,27,4988,272,14,,2023-09-26T21:45:12.004Z,2023-11-06T04:52:34.957Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Camelot,15116,Proposal: Accelerating Arbitrum - leveraging Camelot as an ecosystem hub to support native builders,proposal-accelerating-arbitrum-leveraging-camelot-as-an-ecosystem-hub-to-support-native-builders,284,158,17757,939,7,,2023-06-29T15:27:11.322Z,2023-09-17T15:22:22.689Z,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
Immutablelawyer,20064,Proposal [Non-Constitutional]: Establish the ArbitrumDAO Procurement Committee,proposal-non-constitutional-establish-the-arbitrumdao-procurement-committee,14,9,2733,51,7,,2023-12-14T17:53:04.735Z,2024-01-03T20:48:12.698Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Immutablelawyer,19899,Proposal [Non-Constitutional]: Establish the 'Arbitrum Research & Development Collective',proposal-non-constitutional-establish-the-arbitrum-research-development-collective,27,15,3760,102,7,,2023-12-05T09:57:21.666Z,2024-01-03T18:36:33.539Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Immutablelawyer,19704,Proposal [Non-Constitutional]: **Procurement Framework [Security Service Providers]**,proposal-non-constitutional-procurement-framework-security-service-providers,6,2,2601,28,7,,2023-11-23T00:28:49.853Z,2023-12-02T11:52:34.723Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Immutablelawyer,19478,Public Consultation re. 'Consolidate Security Proposals into an RFP Process',public-consultation-re-consolidate-security-proposals-into-an-rfp-process,1,0,582,9,6,,2023-11-10T16:49:17.845Z,2023-11-17T16:36:27.856Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
jerame20,17494,Short Term Incentive Program spreadsheet of submissions,short-term-incentive-program-spreadsheet-of-submissions,2,0,303,6,11,,2023-09-28T00:51:14.831Z,2023-09-28T08:04:54.971Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
MattOnChain,13763,[RFC] Maximizing Sequencer Revenue + Using It,rfc-maximizing-sequencer-revenue-using-it,12,2,1838,82,4,,2023-04-11T17:31:50.321Z,2023-04-25T15:30:30.149Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Benjamin.lens,16924,[QiDao] [FINAL] [STIP - Round 1],qidao-final-stip-round-1,31,16,1749,83,14,,2023-09-25T03:46:59.139Z,2023-10-12T16:43:51.895Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Benjamin.lens,13949,Proposal: Count ARB Balance in QiDao Vaults into Voting Power,proposal-count-arb-balance-in-qidao-vaults-into-voting-power,22,11,1839,77,7,,2023-04-17T13:04:49.810Z,2023-05-13T10:11:14.886Z,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
Ceazor,11615,Proposal: Include LPs in Gov Voting,proposal-include-lps-in-gov-voting,23,7,2528,96,7,,2023-03-24T16:58:16.069Z,2023-05-22T03:52:43.737Z,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
0xRamen,18800,Extension of Arbitrum’s Short-Term Incentive Program,extension-of-arbitrum-s-short-term-incentive-program,101,54,7963,808,11,,2023-10-12T18:11:56.253Z,2023-11-09T23:05:18.550Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
0xRamen,18938,[STIP Monitoring - Objective 1&2] - Ouroboros Research - [FINAL],stip-monitoring-objective-1-2-ouroboros-research-final,5,1,583,11,19,pl-data-monitoring,2023-10-15T20:40:21.825Z,2023-10-26T05:03:41.680Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Sebix,19749,RFC - Introducing a Robust Framework for Arbitrum Service Providers [Marketing & Growth],rfc-introducing-a-robust-framework-for-arbitrum-service-providers-marketing-growth,9,2,643,67,6,,2023-11-26T13:00:33.919Z,2023-12-06T07:45:05.893Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Sebix,16165,"Proposal: Fund Atoma's project, a Growth & Communications proposal for Arbitrum",proposal-fund-atomas-project-a-growth-communications-proposal-for-arbitrum,10,1,1246,79,7,proposal,2023-09-04T15:27:34.942Z,2023-09-11T18:34:45.379Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Sebix,16023,Atoma Introduction,atoma-introduction,1,0,324,11,4,,2023-08-25T22:26:54.054Z,2023-08-25T22:26:54.109Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
lindsey,15873,Use Hedgey for Arbitrum Foundation's Grants program,use-hedgey-for-arbitrum-foundations-grants-program,6,0,688,47,11,,2023-08-14T20:19:16.816Z,2023-08-21T19:32:56.849Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Djinn,19791,Orange DAO Fellowship Program,orange-dao-fellowship-program,2,0,499,10,16,,2023-11-28T23:39:12.070Z,2023-11-30T20:20:49.875Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Djinn,17280,[Vela Exchange] [FINAL] [STIP - Round 1],vela-exchange-final-stip-round-1,31,7,2242,82,14,,2023-09-27T09:43:28.443Z,2023-10-11T21:33:08.993Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
0xWeston,14260,Partnership Proposal to Arbitrum DAO,partnership-proposal-to-arbitrum-dao,5,1,1110,30,7,,2023-05-02T03:22:13.910Z,2023-05-04T09:10:20.026Z,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
Plutus,19068,Proposal: Activate ARB Staking (FINAL),proposal-activate-arb-staking-final,63,23,9710,285,7,,2023-10-20T12:00:39.279Z,2023-12-28T09:17:11.860Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Plutus,16240,Request for Comment: Proposal to Activate ARB Staking,request-for-comment-proposal-to-activate-arb-staking,32,14,6582,174,7,,2023-09-09T12:45:32.393Z,2023-09-18T12:29:15.220Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
bflynn,19185,Proposal: Grow Arbitrum & STIP Teams by leveraging Quest Protocol built by RabbitHole,proposal-grow-arbitrum-stip-teams-by-leveraging-quest-protocol-built-by-rabbithole,9,2,3086,36,7,proposal,2023-10-26T17:00:21.133Z,2023-11-26T12:30:26.268Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
bflynn,17159,[RabbitHole] [FINAL] [STIP - Round 1],rabbithole-final-stip-round-1,20,4,2928,23,14,proposal,2023-09-26T16:30:07.072Z,2023-10-12T22:15:55.784Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
shotaro,13047,Proposal: Decrease Censorship Delay from 24 hours to 4 hours,proposal-decrease-censorship-delay-from-24-hours-to-4-hours,24,10,5004,167,7,,2023-04-02T18:28:23.408Z,2023-09-15T16:34:19.557Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
ZER8,19390,The Arbitrum Matching Fest for running rounds on Arbitrum One :blue_heart:,the-arbitrum-matching-fest-for-running-rounds-on-arbitrum-one,1,0,735,5,15,,2023-11-06T19:32:47.477Z,2023-12-14T14:05:50.895Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
ZER8,19985,The Arbitrum Citizens Retrofunding Round 1 Results & Recap⛄ :blue_heart:,the-arbitrum-citizens-retrofunding-round-1-results-recap,3,1,411,13,11,"proposal, governance, aip, consensus",2023-12-10T14:04:46.387Z,2023-12-11T13:22:21.734Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
ZER8,19621,Welcome to the Arbitrum Citizens Retrofunding Round 1⛄,welcome-to-the-arbitrum-citizens-retrofunding-round-1,3,0,504,7,11,"governance, aip",2023-11-17T14:52:52.488Z,2023-11-20T16:31:40.665Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
ZER8,19219,The Arbitrum on Gitcoin program results :blue_heart:,the-arbitrum-on-gitcoin-program-results,6,3,822,21,11,,2023-10-27T21:56:29.543Z,2023-11-05T19:09:58.941Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
ZER8,18995,The Arbitrum on Gitcoin Grant Dispute #1: NFTEarth,the-arbitrum-on-gitcoin-grant-dispute-1-nftearth,9,3,1243,49,11,,2023-10-17T15:58:23.171Z,2023-10-30T22:15:24.546Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
DrMath.eth,11556,Ways to keep an active community to create a trully decentralized space,ways-to-keep-an-active-community-to-create-a-trully-decentralized-space,15,3,1559,129,4,,2023-03-24T15:41:23.111Z,2023-09-20T07:48:00.563Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
akharito,5611,Arbitrum loyalty program proposal,arbitrum-loyalty-program-proposal,54,8,3513,230,7,,2023-03-18T17:46:21.567Z,2023-05-11T04:15:16.554Z,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
SavvyDAO,19046,Proposal to Backfund Successful STIP Proposals (Savvy DAO) [FINAL],proposal-to-backfund-successful-stip-proposals-savvy-dao-final,119,58,11343,719,7,proposal,2023-10-19T13:20:38.950Z,2023-12-04T03:00:54.994Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Midgetwhale,18883,Proposal to consider pro rata distribution of funds in the future instead of all or nothing cut-off,proposal-to-consider-pro-rata-distribution-of-funds-in-the-future-instead-of-all-or-nothing-cut-off,4,1,589,16,11,proposal,2023-10-13T23:34:12.925Z,2023-10-20T08:11:48.982Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Shreddy,19865,Jones DAO Bi-Weekly STIP Updates,jones-dao-bi-weekly-stip-updates,7,3,431,13,22,,2023-12-01T23:14:20.118Z,2023-12-29T18:58:16.174Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Shreddy,17146,[Jones DAO] [FINAL] [STIP - Round 1],jones-dao-final-stip-round-1,46,13,2823,236,14,,2023-09-26T15:35:08.999Z,2023-10-19T03:12:22.139Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Saludiego201,13879,Saludiego201.eth Delegate Communication Thread,saludiego201-eth-delegate-communication-thread,3,0,914,1,6,delegation,2023-04-15T02:15:34.943Z,2023-04-16T01:00:44.790Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Soby,19184,Arbitrum Short Term Incentive Program for Games,arbitrum-short-term-incentive-program-for-games,10,3,820,46,16,,2023-10-26T17:00:01.143Z,2023-11-22T18:10:29.010Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Soby,19330,Proposal for Funding Gas Rebate and Trading Competition Program to Amplify Arbitrum’s Ecosystem Growth,proposal-for-funding-gas-rebate-and-trading-competition-program-to-amplify-arbitrum-s-ecosystem-growth,22,10,4269,39,7,proposal,2023-11-03T18:10:02.713Z,2023-11-18T16:18:25.248Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Soby,15771,Quit Shooting the DAO/Foundation in the foot,quit-shooting-the-dao-foundation-in-the-foot,6,1,1056,41,4,governance,2023-08-08T22:18:55.406Z,2023-08-09T16:32:08.195Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
NFTEarth,18987, Delegate Violations: Investigation Into disruptionjoe.eth to Determine Suitability for Managing Grant Program,delegate-violations-investigation-into-disruptionjoe-eth-to-determine-suitability-for-managing-grant-program,19,10,1173,95,11,"proposal, governance, delegation",2023-10-17T10:43:58.072Z,2023-10-18T13:50:26.417Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
NFTEarth,16688,[NFTEarth] [FINAL] [STIP - Round 1],nftearth-final-stip-round-1,31,29,2413,150,14,,2023-09-22T02:18:06.114Z,2023-10-12T22:30:03.506Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
DanDeFiEd,19605,Rysk STIP Program Updates,rysk-stip-program-updates,4,2,527,10,22,,2023-11-16T23:12:38.811Z,2023-12-29T23:10:38.421Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
DanDeFiEd,17194,[Rysk] [FINAL] [STIP - Round 1],rysk-final-stip-round-1,27,9,2056,142,14,,2023-09-26T21:06:31.364Z,2023-10-12T21:48:30.807Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
JasonW,14790,AIP-2: Activate support for account abstraction endpoint on One and Nova,aip-2-activate-support-for-account-abstraction-endpoint-on-one-and-nova,21,5,4525,168,9,,2023-06-07T21:02:42.800Z,2023-07-05T19:29:14.082Z,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
Sinkas,20045,#9 Arbitrum Open Governance Call (20.12.2023),9-arbitrum-open-governance-call-20-12-2023,5,1,322,15,6,,2023-12-13T12:27:37.691Z,2023-12-21T13:22:05.838Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Sinkas,19632,#8 Arbitrum Open Governance Call (22.11.2023),8-arbitrum-open-governance-call-22-11-2023,16,10,773,35,6,governance,2023-11-17T22:21:06.806Z,2023-12-12T20:46:41.128Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Sinkas,18961,#7 Arbitrum Open Governance Call (18.10.2023),7-arbitrum-open-governance-call-18-10-2023,7,3,703,20,6,,2023-10-16T11:44:07.052Z,2023-10-21T10:19:29.110Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
iamoracle,15746,Implementation of CAPTCHA and Rate-Limiting on the Forum to Detest Spammers,implementation-of-captcha-and-rate-limiting-on-the-forum-to-detest-spammers,3,0,403,8,4,,2023-08-05T09:53:45.405Z,2023-10-10T00:46:55.157Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
iamoracle,15458,RFC - Grant Proposal for Blockchain Product Development Incubation,rfc-grant-proposal-for-blockchain-product-development-incubation,7,2,788,43,4,,2023-07-18T00:10:45.443Z,2023-08-24T14:28:03.208Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
iamoracle,14519,Allocation of 10% of Gas Fees for Health Insurance Claims,allocation-of-10-of-gas-fees-for-health-insurance-claims,17,10,1159,44,7,,2023-05-12T21:59:21.130Z,2023-05-27T09:32:50.867Z,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
seedlatam,15597,SEED Latam - General Communication Thread,seed-latam-general-communication-thread,5,1,736,56,4,,2023-07-26T17:15:03.252Z,2023-09-22T22:51:30.924Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
dennison,14114,Building better Grants Programs: A handbook,building-better-grants-programs-a-handbook,3,0,2323,32,6,,2023-04-25T18:52:23.622Z,2023-06-15T01:24:03.307Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Mysterymen,20404,[Non-Constitutional]: Empowering Early Contributors: The community Arbiter Proposal 2.0,non-constitutional-empowering-early-contributors-the-community-arbiter-proposal-2-0,3,1,146,13,7,proposal,2024-01-03T15:40:56.588Z,2024-01-04T07:29:03.066Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Mysterymen,18557,Proposal: Empowering Early Contributors: The community Arbiter Proposal,proposal-empowering-early-contributors-the-community-arbiter-proposal,72,35,5610,249,7,proposal,2023-10-10T06:40:39.535Z,2023-12-01T22:35:30.872Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Mysterymen,18521,[Non-Constitutional] Empowering Early Contributors: The Arbiter(community) Proposal,non-constitutional-empowering-early-contributors-the-arbiter-community-proposal,25,5,634,39,4,,2023-10-10T01:44:20.637Z,2023-10-14T13:20:50.938Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
feems,19770,Biggest Problem Workshop Series (Hosted by Plurality Labs),biggest-problem-workshop-series-hosted-by-plurality-labs,2,0,280,5,16,,2023-11-27T23:59:44.987Z,2023-11-29T12:56:07.265Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
feems,19129,Plurality Labs - Gov Month Report,plurality-labs-gov-month-report,7,4,788,20,16,,2023-10-24T16:46:55.762Z,2023-11-23T20:34:36.391Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
feems,19667,Bi-weekly grants & governance workshop (21.11. 2023),bi-weekly-grants-governance-workshop-21-11-2023,1,0,306,1,16,governance,2023-11-21T02:32:45.541Z,2023-11-21T09:14:15.766Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
feems,19308,Bi-weekly grants & governance workshop (11.07. 2023),bi-weekly-grants-governance-workshop-11-07-2023,1,0,416,4,16,,2023-11-03T08:34:40.551Z,2023-11-03T08:34:40.611Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
feems,19210,Plurality Labs - Update,plurality-labs-update,2,0,561,5,16,,2023-10-27T13:48:56.185Z,2023-10-29T22:56:56.337Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
feems,19076,Bi-weekly grants & governance workshop (10.24. 2023),bi-weekly-grants-governance-workshop-10-24-2023,6,2,496,13,6,community-engagement,2023-10-20T18:10:10.088Z,2023-10-26T07:57:44.964Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
feems,18116,Bi-weekly grants & governance workshop (10.10. 2023),bi-weekly-grants-governance-workshop-10-10-2023,3,1,355,12,6,community-engagement,2023-10-03T12:45:24.544Z,2023-10-04T19:53:14.702Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
feems,17105,Bi-weekly Grants & Governance Workshop (09.26.2023),bi-weekly-grants-governance-workshop-09-26-2023,2,0,254,2,6,"governance, community-engagement",2023-09-26T12:40:33.377Z,2023-09-29T15:23:12.351Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
nach211,20289,Proposal: Direct ALL Unused Validator Revenue to a Permanent Ecosystem Fund,proposal-direct-all-unused-validator-revenue-to-a-permanent-ecosystem-fund,11,5,418,52,7,,2023-12-28T01:57:48.312Z,2023-12-29T23:01:03.446Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
frondoto,16679,[Beefy] [FINAL] [STIP - Round 1],beefy-final-stip-round-1,43,17,2350,151,14,proposal,2023-09-21T22:21:31.765Z,2023-10-15T14:40:36.881Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
romang86,16854,[Savvy] [FINAL] [STIP - Round 1],savvy-final-stip-round-1,31,15,2220,45,14,proposal,2023-09-23T16:32:36.019Z,2023-12-16T20:16:51.643Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
helloshreyas,15273,Proposal: Arbitrum Grants DAO,proposal-arbitrum-grants-dao,38,26,3193,138,7,,2023-07-04T18:24:01.757Z,2023-09-11T05:35:53.269Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
thiccythot,13490,Proposal: Return 700M $ARB to the DAO Treasury,proposal-return-700m-arb-to-the-dao-treasury,55,14,13730,265,9,"snapshot, failed",2023-04-06T19:31:43.490Z,2023-04-14T23:53:04.916Z,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
strategicreserve,19614,Gamma STIP Program Updates,gamma-stip-program-updates,5,0,598,6,22,,2023-11-17T09:51:11.524Z,2023-12-29T18:52:03.795Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
strategicreserve,16691,[Gamma] [FINAL] [STIP - Round 1],gamma-final-stip-round-1,31,7,2901,106,14,proposal,2023-09-22T02:53:45.077Z,2023-11-15T04:10:38.757Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
defipm,20317,"Dopex Bi-Weekly Update (December 29, 2023)",dopex-bi-weekly-update-december-29-2023,1,0,95,1,22,,2023-12-30T01:08:57.379Z,2023-12-30T01:08:57.430Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
defipm,20079,"Dopex Bi-Weekly Update (December 15, 2023)",dopex-bi-weekly-update-december-15-2023,1,0,131,1,22,,2023-12-15T15:35:05.186Z,2023-12-15T15:35:05.241Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
defipm,19842,"Dopex Bi-Weekly Update (Nov 30, 2023)",dopex-bi-weekly-update-nov-30-2023,1,0,221,2,22,,2023-12-01T03:02:54.780Z,2023-12-01T15:14:22.768Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
defipm,16645,[Dopex] [FINAL] [STIP - Round 1],dopex-final-stip-round-1,46,15,4043,111,14,proposal,2023-09-21T12:55:12.295Z,2023-10-12T16:23:09.214Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
TheTrueLeonidas,16709,[SpartaDEX] [FINAL] [STIP - Round 1],spartadex-final-stip-round-1,64,22,2848,226,14,,2023-09-22T09:14:28.386Z,2023-10-12T22:31:30.187Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Tritium,16689,[Balancer] [FINAL] [STIP - Round 1],balancer-final-stip-round-1,57,25,3667,109,14,,2023-09-22T02:44:55.787Z,2023-12-20T17:18:24.016Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Darius,19608,Vertex STIP Program Update,vertex-stip-program-update,1,0,286,4,22,,2023-11-17T04:03:08.114Z,2023-11-17T04:03:08.176Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
EynSoph,19609,Pendle STIP Program Updates,pendle-stip-program-updates,4,0,596,4,22,,2023-11-17T05:43:20.802Z,2023-12-30T00:36:23.974Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
EynSoph,17234,[Pendle][FINAL] [STIP - Round 1],pendle-final-stip-round-1,33,6,3155,86,14,proposal,2023-09-27T04:19:07.405Z,2023-10-11T21:59:52.493Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
enzo7,13082,"Reasonable demands from the Arbitrum Team, and arguments for why the 750m funding for Foundation is not unreasonable",reasonable-demands-from-the-arbitrum-team-and-arguments-for-why-the-750m-funding-for-foundation-is-not-unreasonable,6,2,1368,7,4,,2023-04-02T20:44:36.194Z,2023-04-03T15:52:39.257Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
TreasureDAO,18873,Treasure Delegate Communication Thread,treasure-delegate-communication-thread,6,0,894,25,6,"delegation, community-engagement",2023-10-13T17:07:42.218Z,2024-01-02T18:13:00.937Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
sasha_mai,19855,[KyberSwap] Bi-Weekly Updates,kyberswap-bi-weekly-updates,2,0,304,8,22,,2023-12-01T17:01:17.641Z,2023-12-01T17:34:23.574Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
sasha_mai,17317,[KyberSwap] [FINAL] [STIP - Round 1],kyberswap-final-stip-round-1,35,11,2768,118,14,,2023-09-27T12:33:45.789Z,2023-11-18T06:19:16.472Z,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
