badgeHolder,badgeId,badgeSlug,badgeName,badgeDescription,badgeNumHolders,badgeType
TreasureDAO,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
TreasureDAO,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
TreasureDAO,5,welcome,Welcome,Received a like,2073,Bronze
TreasureDAO,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
TreasureDAO,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
TreasureDAO,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
TreasureDAO,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
TreasureDAO,14,first-link,First Link,Added a link to another topic,147,Bronze
TreasureDAO,12,first-share,First Share,Shared a post,542,Bronze
sasha_mai,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
sasha_mai,5,welcome,Welcome,Received a like,2073,Bronze
sasha_mai,10,editor,Editor,First post edit,678,Bronze
sasha_mai,11,first-like,First Like,Liked a post,3383,Bronze
sasha_mai,12,first-share,First Share,Shared a post,542,Bronze
sasha_mai,14,first-link,First Link,Added a link to another topic,147,Bronze
sasha_mai,15,first-quote,First Quote,Quoted a post,242,Bronze
sasha_mai,18,nice-topic,Nice Topic,Received 10 likes on a topic,164,Bronze
sasha_mai,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
sasha_mai,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
sasha_mai,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
Bobbay,17,reader,Reader,Read every reply in a topic with more than 100 replies,66,Bronze
Bobbay,44,new-user-of-the-month,New User of the Month,Outstanding contributions in their first month,20,Bronze
Bobbay,11,first-like,First Like,Liked a post,3383,Bronze
Bobbay,10,editor,Editor,First post edit,678,Bronze
Bobbay,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
Bobbay,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Bobbay,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
Bobbay,5,welcome,Welcome,Received a like,2073,Bronze
Bobbay,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
Bobbay,15,first-quote,First Quote,Quoted a post,242,Bronze
Bobbay,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
Bobbay,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
Bobbay,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
thinkDecade,11,first-like,First Like,Liked a post,3383,Bronze
thinkDecade,10,editor,Editor,First post edit,678,Bronze
thinkDecade,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
thinkDecade,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
thinkDecade,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
thinkDecade,5,welcome,Welcome,Received a like,2073,Bronze
thinkDecade,18,nice-topic,Nice Topic,Received 10 likes on a topic,164,Bronze
thinkDecade,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
thinkDecade,15,first-quote,First Quote,Quoted a post,242,Bronze
thinkDecade,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
thinkDecade,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
thinkDecade,14,first-link,First Link,Added a link to another topic,147,Bronze
thinkDecade,12,first-share,First Share,Shared a post,542,Bronze
Abuchtela,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Abuchtela,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
Abuchtela,5,welcome,Welcome,Received a like,2073,Bronze
Abuchtela,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
Abuchtela,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
Abuchtela,11,first-like,First Like,Liked a post,3383,Bronze
Abuchtela,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
Abuchtela,100,certified,Certified,Completed our new user tutorial,215,Bronze
sahijeevan,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
sahijeevan,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
sahijeevan,5,welcome,Welcome,Received a like,2073,Bronze
sahijeevan,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
sahijeevan,10,editor,Editor,First post edit,678,Bronze
sahijeevan,11,first-like,First Like,Liked a post,3383,Bronze
sahijeevan,33,out-of-love,Out of Love,Used 50 likes in a day,48,Bronze
sahijeevan,36,appreciated,Appreciated,Received 1 like on 20 posts,54,Bronze
sahijeevan,38,thank-you,Thank You,Has 20 liked posts and gave 10 likes,48,Bronze
sahijeevan,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
sahijeevan,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
maxlomu,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
maxlomu,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
maxlomu,5,welcome,Welcome,Received a like,2073,Bronze
maxlomu,10,editor,Editor,First post edit,678,Bronze
maxlomu,11,first-like,First Like,Liked a post,3383,Bronze
maxlomu,12,first-share,First Share,Shared a post,542,Bronze
maxlomu,15,first-quote,First Quote,Quoted a post,242,Bronze
maxlomu,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
maxlomu,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
Scalene,11,first-like,First Like,Liked a post,3383,Bronze
Scalene,10,editor,Editor,First post edit,678,Bronze
Scalene,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
Scalene,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Scalene,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
Scalene,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
Scalene,5,welcome,Welcome,Received a like,2073,Bronze
Scalene,18,nice-topic,Nice Topic,Received 10 likes on a topic,164,Bronze
Scalene,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
Scalene,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
0x_Buidler,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
0x_Buidler,5,welcome,Welcome,Received a like,2073,Bronze
0x_Buidler,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
0x_Buidler,10,editor,Editor,First post edit,678,Bronze
0x_Buidler,11,first-like,First Like,Liked a post,3383,Bronze
0x_Buidler,12,first-share,First Share,Shared a post,542,Bronze
0x_Buidler,18,nice-topic,Nice Topic,Received 10 likes on a topic,164,Bronze
0x_Buidler,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
0x_Buidler,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
masterbean,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
masterbean,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
masterbean,5,welcome,Welcome,Received a like,2073,Bronze
masterbean,10,editor,Editor,First post edit,678,Bronze
masterbean,11,first-like,First Like,Liked a post,3383,Bronze
masterbean,14,first-link,First Link,Added a link to another topic,147,Bronze
masterbean,15,first-quote,First Quote,Quoted a post,242,Bronze
masterbean,18,nice-topic,Nice Topic,Received 10 likes on a topic,164,Bronze
masterbean,28,popular-link,Popular Link,Posted an external link with 50 clicks,57,Bronze
masterbean,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
igoryuzo,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
igoryuzo,5,welcome,Welcome,Received a like,2073,Bronze
igoryuzo,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
igoryuzo,7,good-reply,Good Reply,Received 25 likes on a reply,37,Silver
igoryuzo,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
igoryuzo,10,editor,Editor,First post edit,678,Bronze
igoryuzo,11,first-like,First Like,Liked a post,3383,Bronze
igoryuzo,12,first-share,First Share,Shared a post,542,Bronze
Janabe,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Janabe,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
Janabe,5,welcome,Welcome,Received a like,2073,Bronze
Janabe,10,editor,Editor,First post edit,678,Bronze
Janabe,11,first-like,First Like,Liked a post,3383,Bronze
Janabe,18,nice-topic,Nice Topic,Received 10 likes on a topic,164,Bronze
Janabe,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
Janabe,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
Penpie,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Penpie,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
Penpie,5,welcome,Welcome,Received a like,2073,Bronze
Penpie,10,editor,Editor,First post edit,678,Bronze
Penpie,11,first-like,First Like,Liked a post,3383,Bronze
Penpie,14,first-link,First Link,Added a link to another topic,147,Bronze
Penpie,18,nice-topic,Nice Topic,Received 10 likes on a topic,164,Bronze
Penpie,36,appreciated,Appreciated,Received 1 like on 20 posts,54,Bronze
Penpie,38,thank-you,Thank You,Has 20 liked posts and gave 10 likes,48,Bronze
Penpie,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
Penpie,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
Penpie,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
apoorv9,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
apoorv9,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
apoorv9,5,welcome,Welcome,Received a like,2073,Bronze
apoorv9,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
apoorv9,10,editor,Editor,First post edit,678,Bronze
apoorv9,11,first-like,First Like,Liked a post,3383,Bronze
apoorv9,12,first-share,First Share,Shared a post,542,Bronze
apoorv9,14,first-link,First Link,Added a link to another topic,147,Bronze
apoorv9,15,first-quote,First Quote,Quoted a post,242,Bronze
apoorv9,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
apoorv9,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
apoorv9,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
traderjoe,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
traderjoe,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
traderjoe,5,welcome,Welcome,Received a like,2073,Bronze
traderjoe,10,editor,Editor,First post edit,678,Bronze
traderjoe,11,first-like,First Like,Liked a post,3383,Bronze
traderjoe,12,first-share,First Share,Shared a post,542,Bronze
traderjoe,14,first-link,First Link,Added a link to another topic,147,Bronze
traderjoe,15,first-quote,First Quote,Quoted a post,242,Bronze
traderjoe,18,nice-topic,Nice Topic,Received 10 likes on a topic,164,Bronze
traderjoe,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
traderjoe,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
traderjoe,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
brichis,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
brichis,5,welcome,Welcome,Received a like,2073,Bronze
brichis,10,editor,Editor,First post edit,678,Bronze
brichis,11,first-like,First Like,Liked a post,3383,Bronze
brichis,12,first-share,First Share,Shared a post,542,Bronze
brichis,15,first-quote,First Quote,Quoted a post,242,Bronze
brichis,18,nice-topic,Nice Topic,Received 10 likes on a topic,164,Bronze
brichis,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
brichis,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
Grandma,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Grandma,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
Grandma,5,welcome,Welcome,Received a like,2073,Bronze
Grandma,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
Grandma,10,editor,Editor,First post edit,678,Bronze
Grandma,11,first-like,First Like,Liked a post,3383,Bronze
Grandma,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
Grandma,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
paulsengh,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
paulsengh,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
paulsengh,5,welcome,Welcome,Received a like,2073,Bronze
paulsengh,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
paulsengh,10,editor,Editor,First post edit,678,Bronze
paulsengh,11,first-like,First Like,Liked a post,3383,Bronze
paulsengh,12,first-share,First Share,Shared a post,542,Bronze
paulsengh,14,first-link,First Link,Added a link to another topic,147,Bronze
paulsengh,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
paulsengh,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
paulsengh,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
PhiMarHal,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
PhiMarHal,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
PhiMarHal,5,welcome,Welcome,Received a like,2073,Bronze
PhiMarHal,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
PhiMarHal,7,good-reply,Good Reply,Received 25 likes on a reply,37,Silver
PhiMarHal,11,first-like,First Like,Liked a post,3383,Bronze
PhiMarHal,44,new-user-of-the-month,New User of the Month,Outstanding contributions in their first month,20,Bronze
lucaDSQ,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
lucaDSQ,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
lucaDSQ,5,welcome,Welcome,Received a like,2073,Bronze
lucaDSQ,11,first-like,First Like,Liked a post,3383,Bronze
lucaDSQ,15,first-quote,First Quote,Quoted a post,242,Bronze
lucaDSQ,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
lucaDSQ,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
CryptochicaSEEDLatam,11,first-like,First Like,Liked a post,3383,Bronze
CryptochicaSEEDLatam,10,editor,Editor,First post edit,678,Bronze
CryptochicaSEEDLatam,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
CryptochicaSEEDLatam,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
CryptochicaSEEDLatam,5,welcome,Welcome,Received a like,2073,Bronze
CryptochicaSEEDLatam,100,certified,Certified,Completed our new user tutorial,215,Bronze
CryptochicaSEEDLatam,16,read-guidelines,Read Guidelines,"Read the <a href=""/guidelines"">community guidelines</a>",210,Bronze
CryptochicaSEEDLatam,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
CryptochicaSEEDLatam,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
CryptochicaSEEDLatam,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
CryptochicaSEEDLatam,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
CryptochicaSEEDLatam,12,first-share,First Share,Shared a post,542,Bronze
Trantor,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Trantor,5,welcome,Welcome,Received a like,2073,Bronze
Trantor,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
Trantor,11,first-like,First Like,Liked a post,3383,Bronze
realdumbird,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
realdumbird,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
realdumbird,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
realdumbird,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
realdumbird,14,first-link,First Link,Added a link to another topic,147,Bronze
realdumbird,17,reader,Reader,Read every reply in a topic with more than 100 replies,66,Bronze
realdumbird,10,editor,Editor,First post edit,678,Bronze
realdumbird,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
realdumbird,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
realdumbird,5,welcome,Welcome,Received a like,2073,Bronze
realdumbird,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
realdumbird,15,first-quote,First Quote,Quoted a post,242,Bronze
realdumbird,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
realdumbird,12,first-share,First Share,Shared a post,542,Bronze
realdumbird,11,first-like,First Like,Liked a post,3383,Bronze
ameeradmi,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
ameeradmi,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
ameeradmi,5,welcome,Welcome,Received a like,2073,Bronze
ameeradmi,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
ameeradmi,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
ameeradmi,10,editor,Editor,First post edit,678,Bronze
ameeradmi,11,first-like,First Like,Liked a post,3383,Bronze
ameeradmi,12,first-share,First Share,Shared a post,542,Bronze
ameeradmi,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
ameeradmi,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
alhmim,5,welcome,Welcome,Received a like,2073,Bronze
alhmim,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
alhmim,11,first-like,First Like,Liked a post,3383,Bronze
DontFundPonzis,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
DontFundPonzis,5,welcome,Welcome,Received a like,2073,Bronze
DontFundPonzis,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
mrboard,101,licensed,Licensed,Completed our advanced user tutorial,31,Silver
mrboard,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
mrboard,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
mrboard,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
mrboard,10,editor,Editor,First post edit,678,Bronze
mrboard,13,first-flag,First Flag,Flagged a post,100,Bronze
mrboard,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
mrboard,33,out-of-love,Out of Love,Used 50 likes in a day,48,Bronze
mrboard,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
mrboard,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
mrboard,5,welcome,Welcome,Received a like,2073,Bronze
mrboard,100,certified,Certified,Completed our new user tutorial,215,Bronze
mrboard,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
mrboard,16,read-guidelines,Read Guidelines,"Read the <a href=""/guidelines"">community guidelines</a>",210,Bronze
mrboard,15,first-quote,First Quote,Quoted a post,242,Bronze
mrboard,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
mrboard,11,first-like,First Like,Liked a post,3383,Bronze
Boiler,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Boiler,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
Boiler,5,welcome,Welcome,Received a like,2073,Bronze
Boiler,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
Boiler,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
Boiler,10,editor,Editor,First post edit,678,Bronze
Boiler,11,first-like,First Like,Liked a post,3383,Bronze
Boiler,12,first-share,First Share,Shared a post,542,Bronze
Boiler,15,first-quote,First Quote,Quoted a post,242,Bronze
Boiler,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
fred,11,first-like,First Like,Liked a post,3383,Bronze
fred,10,editor,Editor,First post edit,678,Bronze
fred,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
fred,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
fred,5,welcome,Welcome,Received a like,2073,Bronze
fred,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
fred,4,leader,Leader,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> global edit, pin, close, archive, split and merge, more likes",6,Gold
fred,15,first-quote,First Quote,Quoted a post,242,Bronze
fred,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
fred,12,first-share,First Share,Shared a post,542,Bronze
fred,14,first-link,First Link,Added a link to another topic,147,Bronze
fred,3,regular,Regular,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> recategorize, rename, followed links, wiki, more likes",7,Silver
fred,28,popular-link,Popular Link,Posted an external link with 50 clicks,57,Bronze
corey,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
corey,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
corey,5,welcome,Welcome,Received a like,2073,Bronze
corey,10,editor,Editor,First post edit,678,Bronze
corey,11,first-like,First Like,Liked a post,3383,Bronze
corey,14,first-link,First Link,Added a link to another topic,147,Bronze
corey,18,nice-topic,Nice Topic,Received 10 likes on a topic,164,Bronze
corey,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
corey,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
corey,44,new-user-of-the-month,New User of the Month,Outstanding contributions in their first month,20,Bronze
corey,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
blockhain_dev_web3,5,welcome,Welcome,Received a like,2073,Bronze
blockhain_dev_web3,18,nice-topic,Nice Topic,Received 10 likes on a topic,164,Bronze
blockhain_dev_web3,19,good-topic,Good Topic,Received 25 likes on a topic,32,Silver
teddy-notional,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
teddy-notional,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
teddy-notional,5,welcome,Welcome,Received a like,2073,Bronze
teddy-notional,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
teddy-notional,10,editor,Editor,First post edit,678,Bronze
teddy-notional,11,first-like,First Like,Liked a post,3383,Bronze
teddy-notional,14,first-link,First Link,Added a link to another topic,147,Bronze
teddy-notional,15,first-quote,First Quote,Quoted a post,242,Bronze
teddy-notional,17,reader,Reader,Read every reply in a topic with more than 100 replies,66,Bronze
teddy-notional,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
teddy-notional,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
teddy-notional,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
osoka21,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
osoka21,5,welcome,Welcome,Received a like,2073,Bronze
osoka21,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
osoka21,7,good-reply,Good Reply,Received 25 likes on a reply,37,Silver
osoka21,10,editor,Editor,First post edit,678,Bronze
osoka21,100,certified,Certified,Completed our new user tutorial,215,Bronze
Trinh,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Trinh,5,welcome,Welcome,Received a like,2073,Bronze
Trinh,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
Trinh,7,good-reply,Good Reply,Received 25 likes on a reply,37,Silver
SplitCapital,5,welcome,Welcome,Received a like,2073,Bronze
SplitCapital,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
SplitCapital,10,editor,Editor,First post edit,678,Bronze
SplitCapital,11,first-like,First Like,Liked a post,3383,Bronze
SplitCapital,12,first-share,First Share,Shared a post,542,Bronze
SplitCapital,18,nice-topic,Nice Topic,Received 10 likes on a topic,164,Bronze
SplitCapital,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
SplitCapital,22,good-share,Good Share,Shared a post with 300 unique visitors,22,Silver
SplitCapital,23,great-share,Great Share,Shared a post with 1000 unique visitors,7,Gold
